customer_code,customer_name,customer_group_code,customer_group_name,industry_sector,country_code,billing_entity,channel,payment_terms_days,first_order_date,is_key_account,is_active
C3000089,Meridian Park Chemicals Corporation - 300 089,CG0013,Meridian Park Chemicals Corporation,Chemicals,US,NIG-300,DIRECT,45,2022-08-21,TRUE,TRUE
C3000090,Baytown Utilities Ltd. - 300 090,CG0002,Baytown Utilities Ltd.,Power Generation,US,NIG-300,DIRECT,75,2019-10-27,TRUE,TRUE
C3000091,Ashford Chemicals Corporation - 300 091,CG0001,Ashford Chemicals Corporation,General Industrial,US,NIG-300,DIRECT,30,2021-02-17,TRUE,TRUE
C3000092,Zenith Foods Group - 300 092,CG0100,Zenith Foods Group,Water Treatment,US,NIG-300,DIRECT,75,2022-02-01,FALSE,TRUE
C3000093,Baytown Utilities Ltd. - 300 093,CG0002,Baytown Utilities Ltd.,Power Generation,US,NIG-300,DIRECT,45,2019-04-26,TRUE,TRUE
C3000094,Northbrook Utilities Ltd. - 300 094,CG0014,Northbrook Utilities Ltd.,Refining & Petrochemical,US,NIG-300,DISTRIBUTOR,45,2019-05-22,TRUE,TRUE
C3000095,Eastgate Energy Works - 300 095,CG0255,Eastgate Energy Works,General Industrial,US,NIG-300,DIRECT,90,2023-01-17,FALSE,TRUE
C3000096,Ashford Chemicals Corporation - 300 096,CG0001,Ashford Chemicals Corporation,Food & Beverage,US,NIG-300,DISTRIBUTOR,90,2024-11-12,TRUE,TRUE
C3000097,Baytown Utilities Ltd. - 300 097,CG0002,Baytown Utilities Ltd.,Mining & Minerals,US,NIG-300,DIRECT,75,2022-11-17,TRUE,TRUE
C3000098,Eastgate Minerals Holdings - 300 098,CG0105,Eastgate Minerals Holdings,Food & Beverage,US,NIG-300,DISTRIBUTOR,45,2020-07-17,FALSE,TRUE
C3000099,Foxbridge Processing GmbH - 300 099,CG0031,Foxbridge Processing GmbH,Food & Beverage,US,NIG-300,DIRECT,60,2025-04-03,FALSE,TRUE
C3000100,Ashford Chemicals Corporation - 300 100,CG0001,Ashford Chemicals Corporation,Water Treatment,US,NIG-300,DISTRIBUTOR,45,2019-12-14,TRUE,TRUE
C3000101,Ashford Chemicals Corporation - 300 101,CG0001,Ashford Chemicals Corporation,Food & Beverage,US,NIG-300,DIRECT,60,2019-03-03,TRUE,TRUE
C3000102,Cedar Ridge Processing GmbH - 300 102,CG0103,Cedar Ridge Processing GmbH,Power Generation,US,NIG-300,DIRECT,45,2020-04-26,FALSE,TRUE
C3000103,Zenith Chemicals Corporation - 300 103,CG0025,Zenith Chemicals Corporation,Refining & Petrochemical,US,NIG-300,DISTRIBUTOR,45,2024-03-17,TRUE,TRUE
C3000104,Ironside Utilities Ltd. - 300 104,CG0134,Ironside Utilities Ltd.,Water Treatment,US,NIG-300,DISTRIBUTOR,45,2020-08-26,FALSE,TRUE
C3000105,Upton Minerals Holdings - 300 105,CG0021,Upton Minerals Holdings,Chemicals,US,NIG-300,DIRECT,30,2025-01-15,TRUE,TRUE
C3000106,Ironside Minerals Holdings - 300 106,CG0009,Ironside Minerals Holdings,General Industrial,US,NIG-300,DIRECT,30,2024-07-26,TRUE,TRUE
C3000107,Pinehurst Foods Group - 300 107,CG0016,Pinehurst Foods Group,Power Generation,US,NIG-300,DIRECT,30,2022-03-01,TRUE,TRUE
C3000108,Baytown Utilities Ltd. - 300 108,CG0002,Baytown Utilities Ltd.,Chemicals,US,NIG-300,DIRECT,75,2019-02-13,TRUE,TRUE
C3000109,Ashford Chemicals Corporation - 300 109,CG0001,Ashford Chemicals Corporation,Refining & Petrochemical,US,NIG-300,DIRECT,75,2021-04-09,TRUE,TRUE
C3000110,Ironside Minerals Holdings - 300 110,CG0009,Ironside Minerals Holdings,Power Generation,US,NIG-300,DISTRIBUTOR,60,2024-08-11,TRUE,TRUE
C3000111,Ashford Chemicals Corporation - 300 111,CG0001,Ashford Chemicals Corporation,Power Generation,US,NIG-300,DISTRIBUTOR,45,2025-04-27,TRUE,TRUE
C3000112,Kestrel Bay Processing GmbH - 300 112,CG0211,Kestrel Bay Processing GmbH,General Industrial,US,NIG-300,DIRECT,45,2020-09-10,FALSE,TRUE
C3000113,Juniper Paper Inc. - 300 113,CG0035,Juniper Paper Inc.,Chemicals,US,NIG-300,DIRECT,30,2025-01-16,FALSE,TRUE
C3000114,Kestrel Bay Chemicals Corporation - 300 114,CG0061,Kestrel Bay Chemicals Corporation,Water Treatment,US,NIG-300,DISTRIBUTOR,30,2020-10-01,FALSE,TRUE
C3000115,Stonebridge Paper Inc. - 300 115,CG0119,Stonebridge Paper Inc.,Mining & Minerals,US,NIG-300,DIRECT,30,2022-10-28,FALSE,TRUE
C3000116,Thornbury Industrial B.V. - 300 116,CG0120,Thornbury Industrial B.V.,General Industrial,US,NIG-300,DIRECT,60,2025-04-23,FALSE,TRUE
C3000117,Delta Point Foods Group - 300 117,CG0004,Delta Point Foods Group,Food & Beverage,US,NIG-300,DISTRIBUTOR,90,2022-11-23,TRUE,TRUE
C3000118,Stonebridge Refining Industries - 300 118,CG0044,Stonebridge Refining Industries,Chemicals,US,NIG-300,DISTRIBUTOR,30,2023-12-27,FALSE,TRUE
C3000119,Ashford Chemicals Corporation - 300 119,CG0001,Ashford Chemicals Corporation,Pulp & Paper,US,NIG-300,DIRECT,60,2025-06-21,TRUE,TRUE
C3000120,Meridian Park Utilities Ltd. - 300 120,CG0038,Meridian Park Utilities Ltd.,Chemicals,US,NIG-300,DIRECT,30,2024-01-17,FALSE,TRUE
C3000121,Vale Water Partners - 300 121,CG0022,Vale Water Partners,Power Generation,US,NIG-300,DISTRIBUTOR,60,2022-06-06,TRUE,TRUE
C3000122,Redmond Metals LLC - 300 122,CG0018,Redmond Metals LLC,Mining & Minerals,US,NIG-300,DISTRIBUTOR,60,2020-03-16,TRUE,TRUE
C3000123,Ashford Chemicals Corporation - 300 123,CG0001,Ashford Chemicals Corporation,Chemicals,US,NIG-300,DIRECT,60,2023-08-24,TRUE,TRUE
C3000124,Pinehurst Foods Group - 300 124,CG0016,Pinehurst Foods Group,General Industrial,US,NIG-300,DISTRIBUTOR,30,2019-10-16,TRUE,TRUE
C3000125,Granville Processing GmbH - 300 125,CG0007,Granville Processing GmbH,General Industrial,US,NIG-300,DIRECT,30,2021-05-29,TRUE,TRUE
C3000126,Granville Processing GmbH - 300 126,CG0007,Granville Processing GmbH,Food & Beverage,US,NIG-300,DIRECT,60,2023-04-08,TRUE,TRUE
C3000127,Yarrow Petrochemical plc - 300 127,CG0149,Yarrow Petrochemical plc,Chemicals,US,NIG-300,DIRECT,90,2025-02-20,FALSE,TRUE
C3000128,Larkfield Refining Industries - 300 128,CG0212,Larkfield Refining Industries,Power Generation,US,NIG-300,DIRECT,45,2020-04-26,FALSE,TRUE
C3000129,Northbrook Energy Works - 300 129,CG0039,Northbrook Energy Works,Pulp & Paper,US,NIG-300,DISTRIBUTOR,75,2022-07-15,FALSE,TRUE
C4000001,Thornbury Energy Works - 400 001,CG0195,Thornbury Energy Works,Pharmaceutical,US,NIG-400,DIRECT,30,2024-12-11,FALSE,TRUE
C4000002,Juniper Foods Group - 400 002,CG0160,Juniper Foods Group,Water Treatment,US,NIG-400,DISTRIBUTOR,60,2019-08-09,FALSE,TRUE
C4000003,Granville Processing GmbH - 400 003,CG0007,Granville Processing GmbH,General Industrial,US,NIG-400,DIRECT,45,2020-03-12,TRUE,TRUE
C4000004,Larkfield Foods Group - 400 004,CG0112,Larkfield Foods Group,General Industrial,US,NIG-400,DISTRIBUTOR,90,2021-02-12,FALSE,TRUE
C4000005,Ironside Minerals Holdings - 400 005,CG0009,Ironside Minerals Holdings,General Industrial,US,NIG-400,DIRECT,45,2024-02-15,TRUE,TRUE
C4000006,Westmoor Energy Works - 400 006,CG0123,Westmoor Energy Works,Power Generation,US,NIG-400,DIRECT,60,2023-02-24,FALSE,TRUE
C4000007,Eastgate Energy Works - 400 007,CG0255,Eastgate Energy Works,General Industrial,US,NIG-400,DIRECT,75,2025-07-01,FALSE,TRUE
C4000008,Kestrel Bay Foods Group - 400 008,CG0136,Kestrel Bay Foods Group,Food & Beverage,US,NIG-400,DIRECT,30,2020-10-23,FALSE,TRUE
C4000009,Harlow Paper Inc. - 400 009,CG0083,Harlow Paper Inc.,Refining & Petrochemical,US,NIG-400,DIRECT,30,2020-08-21,FALSE,TRUE
C4000010,Cedar Ridge Foods Group - 400 010,CG0028,Cedar Ridge Foods Group,Pharmaceutical,US,NIG-400,DIRECT,60,2019-10-26,FALSE,TRUE
C4000011,Eastgate Metals LLC - 400 011,CG0030,Eastgate Metals LLC,Refining & Petrochemical,US,NIG-400,DIRECT,60,2022-12-17,FALSE,TRUE
C4000012,Ironside Foods Group - 400 012,CG0184,Ironside Foods Group,Water Treatment,US,NIG-400,DIRECT,60,2025-07-14,FALSE,TRUE
C4000013,Quarry Hill Water Partners - 400 013,CG0142,Quarry Hill Water Partners,Water Treatment,US,NIG-400,DIRECT,60,2024-11-08,FALSE,TRUE
C4000014,Ashford Chemicals Corporation - 400 014,CG0001,Ashford Chemicals Corporation,Power Generation,US,NIG-400,DIRECT,60,2021-04-14,TRUE,TRUE
C4000015,Baytown Energy Works - 400 015,CG0027,Baytown Energy Works,Refining & Petrochemical,US,NIG-400,DIRECT,90,2019-12-14,FALSE,TRUE
C4000016,Foxbridge Minerals Holdings - 400 016,CG0081,Foxbridge Minerals Holdings,General Industrial,US,NIG-400,DIRECT,60,2023-01-29,FALSE,TRUE
C4000017,Yarrow Industrial B.V. - 400 017,CG0024,Yarrow Industrial B.V.,Chemicals,US,NIG-400,DISTRIBUTOR,90,2022-10-16,TRUE,TRUE
C4000018,Meridian Park Chemicals Corporation - 400 018,CG0013,Meridian Park Chemicals Corporation,Pulp & Paper,US,NIG-400,DISTRIBUTOR,75,2021-03-26,TRUE,TRUE
C4000019,Ironside Chemicals Corporation - 400 019,CG0109,Ironside Chemicals Corporation,Pulp & Paper,US,NIG-400,DISTRIBUTOR,60,2025-05-30,FALSE,TRUE
C4000020,Oakfield Refining Industries - 400 020,CG0140,Oakfield Refining Industries,Refining & Petrochemical,US,NIG-400,DIRECT,60,2022-10-22,FALSE,TRUE
C4000021,Ashford Chemicals Corporation - 400 021,CG0001,Ashford Chemicals Corporation,Water Treatment,US,NIG-400,DIRECT,60,2019-12-15,TRUE,TRUE
C4000022,Eastgate Petrochemical plc - 400 022,CG0005,Eastgate Petrochemical plc,Food & Beverage,US,NIG-400,DIRECT,30,2021-01-29,TRUE,TRUE
C4000023,Thornbury Water Partners - 400 023,CG0070,Thornbury Water Partners,Power Generation,US,NIG-400,DIRECT,60,2021-03-28,FALSE,TRUE
C4000024,Delta Point Foods Group - 400 024,CG0004,Delta Point Foods Group,Chemicals,US,NIG-400,DIRECT,45,2019-10-28,TRUE,TRUE
C4000025,Baytown Energy Works - 400 025,CG0027,Baytown Energy Works,Power Generation,US,NIG-400,DIRECT,75,2019-03-09,FALSE,TRUE
C4000026,Ashford Chemicals Corporation - 400 026,CG0001,Ashford Chemicals Corporation,Chemicals,US,NIG-400,DIRECT,75,2019-11-26,TRUE,TRUE
C4000027,Ashford Chemicals Corporation - 400 027,CG0001,Ashford Chemicals Corporation,General Industrial,US,NIG-400,DIRECT,60,2021-08-21,TRUE,TRUE
C4000028,Foxbridge Metals LLC - 400 028,CG0006,Foxbridge Metals LLC,Chemicals,US,NIG-400,DIRECT,45,2022-02-04,TRUE,TRUE
C4000029,Oakfield Energy Works - 400 029,CG0015,Oakfield Energy Works,Mining & Minerals,US,NIG-400,DIRECT,75,2019-10-05,TRUE,TRUE
C4000030,Oakfield Water Partners - 400 030,CG0190,Oakfield Water Partners,Pulp & Paper,US,NIG-400,DIRECT,90,2025-04-10,FALSE,TRUE
C4000031,Ashford Chemicals Corporation - 400 031,CG0001,Ashford Chemicals Corporation,Chemicals,US,NIG-400,DIRECT,45,2023-09-15,TRUE,TRUE
C4000032,Foxbridge Metals LLC - 400 032,CG0006,Foxbridge Metals LLC,Pharmaceutical,US,NIG-400,DIRECT,90,2022-06-12,TRUE,TRUE
C4000033,Harlow Refining Industries - 400 033,CG0008,Harlow Refining Industries,Power Generation,US,NIG-400,DIRECT,60,2023-02-17,TRUE,TRUE
C4000034,Delta Point Foods Group - 400 034,CG0004,Delta Point Foods Group,Water Treatment,US,NIG-400,DIRECT,45,2019-07-03,TRUE,TRUE
C4000035,Delta Point Foods Group - 400 035,CG0004,Delta Point Foods Group,Pulp & Paper,US,NIG-400,DISTRIBUTOR,45,2022-06-08,TRUE,TRUE
C4000036,Upton Water Partners - 400 036,CG0046,Upton Water Partners,Water Treatment,US,NIG-400,DIRECT,30,2019-08-10,FALSE,TRUE
C4000037,Ashford Chemicals Corporation - 400 037,CG0001,Ashford Chemicals Corporation,Power Generation,US,NIG-400,DIRECT,30,2023-12-03,TRUE,TRUE
C4000038,Ironside Minerals Holdings - 400 038,CG0009,Ironside Minerals Holdings,Mining & Minerals,US,NIG-400,DIRECT,60,2022-12-05,TRUE,TRUE
C4000039,Kestrel Bay Chemicals Corporation - 400 039,CG0061,Kestrel Bay Chemicals Corporation,Power Generation,US,NIG-400,DIRECT,60,2023-06-11,FALSE,TRUE
C4000040,Larkfield Industrial B.V. - 400 040,CG0012,Larkfield Industrial B.V.,General Industrial,US,NIG-400,DIRECT,45,2025-06-22,TRUE,TRUE
C4000041,Harlow Energy Works - 400 041,CG0183,Harlow Energy Works,Refining & Petrochemical,US,NIG-400,DIRECT,45,2019-08-11,FALSE,TRUE
C4000042,Pinehurst Water Partners - 400 042,CG0166,Pinehurst Water Partners,Pharmaceutical,US,NIG-400,DIRECT,30,2025-06-01,FALSE,TRUE
C4000043,Baytown Utilities Ltd. - 400 043,CG0002,Baytown Utilities Ltd.,Pulp & Paper,US,NIG-400,DIRECT,30,2023-04-13,TRUE,TRUE
C4000044,Meridian Park Utilities Ltd. - 400 044,CG0038,Meridian Park Utilities Ltd.,Pulp & Paper,US,NIG-400,DISTRIBUTOR,45,2021-03-03,FALSE,TRUE
C4000045,Foxbridge Utilities Ltd. - 400 045,CG0206,Foxbridge Utilities Ltd.,Pulp & Paper,US,NIG-400,DISTRIBUTOR,75,2022-06-20,FALSE,TRUE
C4000046,Cedar Ridge Energy Works - 400 046,CG0003,Cedar Ridge Energy Works,Chemicals,US,NIG-400,DIRECT,60,2024-03-23,TRUE,TRUE
C4000047,Meridian Park Chemicals Corporation - 400 047,CG0013,Meridian Park Chemicals Corporation,General Industrial,US,NIG-400,DIRECT,75,2021-12-13,TRUE,TRUE
C4000048,Ashford Chemicals Corporation - 400 048,CG0001,Ashford Chemicals Corporation,Pulp & Paper,US,NIG-400,DIRECT,45,2019-05-29,TRUE,TRUE
C4000049,Baytown Petrochemical plc - 400 049,CG0077,Baytown Petrochemical plc,Power Generation,US,NIG-400,DIRECT,75,2022-06-23,FALSE,TRUE
C4000050,Upton Industrial B.V. - 400 050,CG0096,Upton Industrial B.V.,Pulp & Paper,US,NIG-400,DIRECT,60,2025-03-29,FALSE,TRUE
C4000051,Quarry Hill Processing GmbH - 400 051,CG0067,Quarry Hill Processing GmbH,Power Generation,US,NIG-400,DIRECT,60,2019-11-23,FALSE,TRUE
C4000052,Baytown Energy Works - 400 052,CG0027,Baytown Energy Works,Chemicals,US,NIG-400,DISTRIBUTOR,60,2022-08-27,FALSE,TRUE
C4000053,Yarrow Foods Group - 400 053,CG0124,Yarrow Foods Group,General Industrial,US,NIG-400,DIRECT,60,2020-07-04,FALSE,TRUE
C4000054,Pinehurst Foods Group - 400 054,CG0016,Pinehurst Foods Group,Refining & Petrochemical,US,NIG-400,DISTRIBUTOR,60,2024-11-07,TRUE,TRUE
C4000055,Meridian Park Chemicals Corporation - 400 055,CG0013,Meridian Park Chemicals Corporation,Refining & Petrochemical,US,NIG-400,DIRECT,60,2021-06-29,TRUE,TRUE
C4000056,Baytown Utilities Ltd. - 400 056,CG0002,Baytown Utilities Ltd.,Pharmaceutical,US,NIG-400,DISTRIBUTOR,45,2019-06-27,TRUE,TRUE
C4000057,Ashford Chemicals Corporation - 400 057,CG0001,Ashford Chemicals Corporation,Water Treatment,US,NIG-400,DIRECT,30,2021-09-14,TRUE,TRUE
C4000058,Baytown Water Partners - 400 058,CG0202,Baytown Water Partners,Food & Beverage,US,NIG-400,DISTRIBUTOR,30,2024-06-10,FALSE,TRUE
C4000059,Juniper Industrial B.V. - 400 059,CG0060,Juniper Industrial B.V.,Water Treatment,US,NIG-400,DIRECT,60,2024-04-11,FALSE,TRUE
C4000060,Upton Water Partners - 400 060,CG0046,Upton Water Partners,Mining & Minerals,US,NIG-400,DIRECT,45,2019-11-24,FALSE,TRUE
C4000061,Stonebridge Industrial B.V. - 400 061,CG0144,Stonebridge Industrial B.V.,Food & Beverage,US,NIG-400,DIRECT,30,2019-09-05,FALSE,TRUE
C4000062,Granville Processing GmbH - 400 062,CG0007,Granville Processing GmbH,Pulp & Paper,US,NIG-400,DIRECT,75,2022-12-22,TRUE,TRUE
C4000063,Ashford Chemicals Corporation - 400 063,CG0001,Ashford Chemicals Corporation,Water Treatment,US,NIG-400,DIRECT,90,2020-04-25,TRUE,TRUE
C4000064,Stonebridge Processing GmbH - 400 064,CG0019,Stonebridge Processing GmbH,Food & Beverage,US,NIG-400,DIRECT,45,2019-05-15,TRUE,TRUE
C4000065,Harlow Minerals Holdings - 400 065,CG0033,Harlow Minerals Holdings,Pulp & Paper,US,NIG-400,DIRECT,30,2019-06-22,FALSE,TRUE
C4000066,Juniper Foods Group - 400 066,CG0160,Juniper Foods Group,Mining & Minerals,US,NIG-400,DIRECT,45,2022-01-18,FALSE,TRUE
C4000067,Juniper Water Partners - 400 067,CG0010,Juniper Water Partners,Water Treatment,US,NIG-400,DIRECT,45,2021-08-15,TRUE,TRUE
C4000068,Granville Paper Inc. - 400 068,CG0107,Granville Paper Inc.,Chemicals,US,NIG-400,DIRECT,30,2023-09-19,FALSE,TRUE
C4000069,Juniper Water Partners - 400 069,CG0010,Juniper Water Partners,Chemicals,US,NIG-400,DISTRIBUTOR,75,2020-03-07,TRUE,TRUE
C4000070,Vale Water Partners - 400 070,CG0022,Vale Water Partners,Mining & Minerals,US,NIG-400,DIRECT,90,2019-02-19,TRUE,TRUE
C4000071,Ashford Chemicals Corporation - 400 071,CG0001,Ashford Chemicals Corporation,Water Treatment,US,NIG-400,DISTRIBUTOR,90,2023-09-11,TRUE,TRUE
C4000072,Pinehurst Water Partners - 400 072,CG0166,Pinehurst Water Partners,Food & Beverage,US,NIG-400,DIRECT,30,2021-04-04,FALSE,TRUE
C4000073,Stonebridge Chemicals Corporation - 400 073,CG0169,Stonebridge Chemicals Corporation,Refining & Petrochemical,US,NIG-400,DIRECT,30,2025-04-09,FALSE,TRUE
C4000074,Ashford Chemicals Corporation - 400 074,CG0001,Ashford Chemicals Corporation,General Industrial,US,NIG-400,DIRECT,45,2020-01-09,TRUE,TRUE
C4000075,Eastgate Refining Industries - 400 075,CG0080,Eastgate Refining Industries,Refining & Petrochemical,US,NIG-400,DIRECT,45,2022-10-07,FALSE,TRUE
C4000076,Vale Water Partners - 400 076,CG0022,Vale Water Partners,General Industrial,US,NIG-400,DIRECT,60,2022-09-27,TRUE,TRUE
C4000077,Upton Chemicals Corporation - 400 077,CG0121,Upton Chemicals Corporation,Mining & Minerals,US,NIG-400,DIRECT,75,2023-07-18,FALSE,TRUE
C4000078,Foxbridge Chemicals Corporation - 400 078,CG0181,Foxbridge Chemicals Corporation,Pulp & Paper,US,NIG-400,DIRECT,60,2020-05-21,FALSE,TRUE
C4000079,Thornbury Refining Industries - 400 079,CG0020,Thornbury Refining Industries,Chemicals,US,NIG-400,DIRECT,75,2019-12-27,TRUE,TRUE
C4000080,Granville Water Partners - 400 080,CG0082,Granville Water Partners,Chemicals,US,NIG-400,DIRECT,45,2020-08-03,FALSE,TRUE
C4000081,Pinehurst Water Partners - 400 081,CG0166,Pinehurst Water Partners,Water Treatment,US,NIG-400,DIRECT,60,2025-06-04,FALSE,TRUE
C4000082,Granville Utilities Ltd. - 400 082,CG0182,Granville Utilities Ltd.,Refining & Petrochemical,US,NIG-400,DIRECT,60,2024-10-13,FALSE,TRUE
C4000083,Quarry Hill Water Partners - 400 083,CG0142,Quarry Hill Water Partners,Food & Beverage,US,NIG-400,DIRECT,90,2023-11-15,FALSE,TRUE
C4000084,Cedar Ridge Energy Works - 400 084,CG0003,Cedar Ridge Energy Works,Pharmaceutical,US,NIG-400,DIRECT,30,2023-05-21,TRUE,TRUE
C4000085,Ashford Utilities Ltd. - 400 085,CG0026,Ashford Utilities Ltd.,Food & Beverage,US,NIG-400,DISTRIBUTOR,90,2020-06-20,FALSE,TRUE
C4000086,Stonebridge Refining Industries - 400 086,CG0044,Stonebridge Refining Industries,Power Generation,US,NIG-400,DIRECT,60,2022-02-28,FALSE,TRUE
C4000087,Baytown Utilities Ltd. - 400 087,CG0002,Baytown Utilities Ltd.,Chemicals,US,NIG-400,DISTRIBUTOR,30,2021-06-16,TRUE,TRUE
C4000088,Ashford Chemicals Corporation - 400 088,CG0001,Ashford Chemicals Corporation,General Industrial,US,NIG-400,DIRECT,45,2019-08-20,TRUE,TRUE
C4000089,Ironside Water Partners - 400 089,CG0034,Ironside Water Partners,Water Treatment,US,NIG-400,DIRECT,30,2023-12-23,FALSE,TRUE
C4000090,Baytown Processing GmbH - 400 090,CG0127,Baytown Processing GmbH,Water Treatment,US,NIG-400,DIRECT,45,2020-02-06,FALSE,TRUE
C4000091,Larkfield Metals LLC - 400 091,CG0162,Larkfield Metals LLC,Chemicals,US,NIG-400,DIRECT,30,2025-05-24,FALSE,TRUE
C4000092,Ashford Chemicals Corporation - 400 092,CG0001,Ashford Chemicals Corporation,Pharmaceutical,US,NIG-400,DISTRIBUTOR,90,2022-03-23,TRUE,TRUE
C4000093,Granville Water Partners - 400 093,CG0082,Granville Water Partners,Mining & Minerals,US,NIG-400,DIRECT,60,2019-09-28,FALSE,TRUE
C4000094,Granville Processing GmbH - 400 094,CG0007,Granville Processing GmbH,Chemicals,US,NIG-400,DIRECT,75,2021-09-05,TRUE,TRUE
C4000095,Westmoor Metals LLC - 400 095,CG0198,Westmoor Metals LLC,Pharmaceutical,US,NIG-400,DIRECT,60,2019-07-11,FALSE,TRUE
C4000096,Upton Metals LLC - 400 096,CG0246,Upton Metals LLC,Mining & Minerals,US,NIG-400,DIRECT,30,2021-07-06,FALSE,TRUE
C4000097,Cedar Ridge Energy Works - 400 097,CG0003,Cedar Ridge Energy Works,Chemicals,US,NIG-400,DIRECT,75,2023-10-30,TRUE,TRUE
C4000098,Vale Petrochemical plc - 400 098,CG0197,Vale Petrochemical plc,Chemicals,US,NIG-400,DIRECT,45,2022-07-18,FALSE,TRUE
C4000099,Ironside Minerals Holdings - 400 099,CG0009,Ironside Minerals Holdings,General Industrial,US,NIG-400,DIRECT,90,2021-09-04,TRUE,TRUE
C4000100,Vale Water Partners - 400 100,CG0022,Vale Water Partners,Power Generation,US,NIG-400,DISTRIBUTOR,60,2021-05-17,TRUE,TRUE
C4000101,Ashford Chemicals Corporation - 400 101,CG0001,Ashford Chemicals Corporation,Chemicals,US,NIG-400,DIRECT,30,2024-01-03,TRUE,TRUE
C4000102,Oakfield Foods Group - 400 102,CG0040,Oakfield Foods Group,Pulp & Paper,US,NIG-400,DISTRIBUTOR,60,2022-07-17,FALSE,TRUE
C4000103,Eastgate Petrochemical plc - 400 103,CG0005,Eastgate Petrochemical plc,Mining & Minerals,US,NIG-400,DIRECT,30,2019-05-10,TRUE,TRUE
C4000104,Thornbury Paper Inc. - 400 104,CG0095,Thornbury Paper Inc.,Chemicals,US,NIG-400,DIRECT,45,2022-08-06,FALSE,TRUE
C4000105,Thornbury Refining Industries - 400 105,CG0020,Thornbury Refining Industries,Chemicals,US,NIG-400,DIRECT,75,2020-04-08,TRUE,TRUE
C4000106,Larkfield Industrial B.V. - 400 106,CG0012,Larkfield Industrial B.V.,Mining & Minerals,US,NIG-400,DIRECT,75,2024-10-19,TRUE,TRUE
C4000107,Ashford Energy Works - 400 107,CG0051,Ashford Energy Works,Refining & Petrochemical,US,NIG-400,DIRECT,30,2023-06-02,FALSE,TRUE
C4000108,Northbrook Minerals Holdings - 400 108,CG0189,Northbrook Minerals Holdings,Chemicals,US,NIG-400,DIRECT,45,2025-05-08,FALSE,TRUE
C4000109,Upton Minerals Holdings - 400 109,CG0021,Upton Minerals Holdings,Mining & Minerals,US,NIG-400,DIRECT,45,2020-11-02,TRUE,TRUE
C4000110,Cedar Ridge Energy Works - 400 110,CG0003,Cedar Ridge Energy Works,General Industrial,US,NIG-400,DISTRIBUTOR,75,2020-11-16,TRUE,TRUE
C4000111,Larkfield Industrial B.V. - 400 111,CG0012,Larkfield Industrial B.V.,Water Treatment,US,NIG-400,DIRECT,60,2022-05-24,TRUE,TRUE
C4000112,Pinehurst Foods Group - 400 112,CG0016,Pinehurst Foods Group,Pharmaceutical,US,NIG-400,DIRECT,30,2023-03-04,TRUE,TRUE
C4000113,Northbrook Energy Works - 400 113,CG0039,Northbrook Energy Works,Food & Beverage,US,NIG-400,DIRECT,45,2021-04-24,FALSE,TRUE
C4000114,Baytown Utilities Ltd. - 400 114,CG0002,Baytown Utilities Ltd.,Pharmaceutical,US,NIG-400,DISTRIBUTOR,60,2022-10-01,TRUE,TRUE
C2100001,Cedar Ridge Energy Works - 210 001,CG0003,Cedar Ridge Energy Works,Refining & Petrochemical,CA,NIG-210,DIRECT,60,2021-01-05,TRUE,TRUE
C2100002,Thornbury Energy Works - 210 002,CG0195,Thornbury Energy Works,General Industrial,CA,NIG-210,DISTRIBUTOR,75,2022-03-13,FALSE,TRUE
C2100003,Pinehurst Refining Industries - 210 003,CG0116,Pinehurst Refining Industries,Refining & Petrochemical,CA,NIG-210,DIRECT,75,2024-07-04,FALSE,TRUE
C2100004,Juniper Industrial B.V. - 210 004,CG0060,Juniper Industrial B.V.,Power Generation,CA,NIG-210,DISTRIBUTOR,60,2020-02-11,FALSE,TRUE
C2100005,Kestrel Bay Chemicals Corporation - 210 005,CG0061,Kestrel Bay Chemicals Corporation,Refining & Petrochemical,CA,NIG-210,DIRECT,30,2021-09-22,FALSE,TRUE
C2100006,Larkfield Foods Group - 210 006,CG0112,Larkfield Foods Group,Power Generation,CA,NIG-210,DISTRIBUTOR,90,2023-12-28,FALSE,TRUE
C2100007,Westmoor Paper Inc. - 210 007,CG0023,Westmoor Paper Inc.,Food & Beverage,CA,NIG-210,DIRECT,60,2019-08-25,TRUE,TRUE
C2100008,Vale Water Partners - 210 008,CG0022,Vale Water Partners,General Industrial,CA,NIG-210,DISTRIBUTOR,45,2019-08-21,TRUE,TRUE
C2100009,Upton Minerals Holdings - 210 009,CG0021,Upton Minerals Holdings,Mining & Minerals,CA,NIG-210,DIRECT,60,2019-04-25,TRUE,TRUE
C2100010,Kestrel Bay Chemicals Corporation - 210 010,CG0061,Kestrel Bay Chemicals Corporation,Refining & Petrochemical,CA,NIG-210,DIRECT,30,2021-03-29,FALSE,TRUE
C2100011,Eastgate Petrochemical plc - 210 011,CG0005,Eastgate Petrochemical plc,Chemicals,CA,NIG-210,DISTRIBUTOR,60,2024-11-28,TRUE,TRUE
C2100012,Cedar Ridge Energy Works - 210 012,CG0003,Cedar Ridge Energy Works,Power Generation,CA,NIG-210,DISTRIBUTOR,60,2019-01-29,TRUE,TRUE
C2100013,Pinehurst Petrochemical plc - 210 013,CG0041,Pinehurst Petrochemical plc,Mining & Minerals,CA,NIG-210,DIRECT,75,2022-03-02,FALSE,TRUE
