holding_period,transaction_period,months_held,seller_entity,buyer_entity,inventory_category,buyer_inventory_account,transfer_price_usd,seller_cost_usd,ic_gross_profit_usd,ic_margin_pct,quantity_transferred,pct_remaining,quantity_remaining,value_remaining_usd,value_remaining_buyer_local,buyer_currency,unrealised_profit_usd,months_on_hand
202504,202504,0,NIG-200,NIG-510,SPARE_PARTS,130300,477838.69,420498.05,57340.64,0.12,175,1.0,175,477838.69,385695.17,GBP,57340.64,3.38
202504,202503,1,NIG-200,NIG-510,SPARE_PARTS,130300,470898.35,414390.55,56507.8,0.12,116,0.704142,81,331579.31,267639.56,GBP,39789.52,3.38
202504,202502,2,NIG-200,NIG-510,SPARE_PARTS,130300,528078.82,464709.36,63369.46,0.12,145,0.408284,59,215606.15,174029.96,GBP,25872.74,3.38
202504,202501,3,NIG-200,NIG-510,SPARE_PARTS,130300,525397.61,462349.89,63047.71,0.12,284,0.112426,31,59068.37,47677.98,GBP,7088.2,3.38
202505,202505,0,NIG-200,NIG-510,SPARE_PARTS,130300,479683.07,422121.1,57561.97,0.12,121,1.0,121,479683.07,381043.96,GBP,57561.97,3.38
202505,202504,1,NIG-200,NIG-510,SPARE_PARTS,130300,477838.69,420498.05,57340.64,0.12,201,0.704142,141,336466.3,267277.42,GBP,40375.96,3.38
202505,202503,2,NIG-200,NIG-510,SPARE_PARTS,130300,470898.35,414390.55,56507.8,0.12,141,0.408284,57,192260.27,152725.04,GBP,23071.23,3.38
202505,202502,3,NIG-200,NIG-510,SPARE_PARTS,130300,528078.82,464709.36,63369.46,0.12,145,0.112426,16,59369.81,47161.36,GBP,7124.38,3.38
202506,202506,0,NIG-200,NIG-510,SPARE_PARTS,130300,517889.88,455743.09,62146.79,0.12,153,1.0,153,517889.88,411297.81,GBP,62146.79,3.38
202506,202505,1,NIG-200,NIG-510,SPARE_PARTS,130300,479683.07,422121.1,57561.97,0.12,236,0.704142,166,337765.0,268246.22,GBP,40531.8,3.38
202506,202504,2,NIG-200,NIG-510,SPARE_PARTS,130300,477838.69,420498.05,57340.64,0.12,156,0.408284,63,195093.9,154939.69,GBP,23411.27,3.38
202506,202503,3,NIG-200,NIG-510,SPARE_PARTS,130300,470898.35,414390.55,56507.8,0.12,126,0.112426,14,52941.23,42044.87,GBP,6352.95,3.38
202507,202507,0,NIG-200,NIG-510,SPARE_PARTS,130300,549742.58,483773.47,65969.11,0.12,146,1.0,146,549742.58,424942.06,GBP,65969.11,3.38
202507,202506,1,NIG-200,NIG-510,SPARE_PARTS,130300,517889.88,455743.09,62146.79,0.12,158,0.704142,111,364668.02,281882.44,GBP,43760.16,3.38
202507,202505,2,NIG-200,NIG-510,SPARE_PARTS,130300,479683.07,422121.1,57561.97,0.12,238,0.408284,97,195846.93,151386.49,GBP,23501.63,3.38
202507,202504,3,NIG-200,NIG-510,SPARE_PARTS,130300,477838.69,420498.05,57340.64,0.12,194,0.112426,21,53721.51,41525.85,GBP,6446.58,3.38
202508,202508,0,NIG-200,NIG-510,SPARE_PARTS,130300,586033.51,515709.49,70324.02,0.12,165,1.0,165,586033.51,455189.44,GBP,70324.02,3.38
202508,202507,1,NIG-200,NIG-510,SPARE_PARTS,130300,549742.58,483773.47,65969.11,0.12,203,0.704142,142,387096.84,300669.48,GBP,46451.62,3.38
202508,202506,2,NIG-200,NIG-510,SPARE_PARTS,130300,517889.88,455743.09,62146.79,0.12,281,0.408284,114,211446.16,164236.44,GBP,25373.54,3.38
202508,202505,3,NIG-200,NIG-510,SPARE_PARTS,130300,479683.07,422121.1,57561.97,0.12,205,0.112426,23,53928.87,41888.13,GBP,6471.46,3.38
202509,202509,0,NIG-200,NIG-510,SPARE_PARTS,130300,592034.79,520990.61,71044.17,0.12,217,1.0,217,592034.79,452224.77,GBP,71044.17,3.38
202509,202508,1,NIG-200,NIG-510,SPARE_PARTS,130300,586033.51,515709.49,70324.02,0.12,186,0.704142,130,412650.82,315202.63,GBP,49518.1,3.38
202509,202507,2,NIG-200,NIG-510,SPARE_PARTS,130300,549742.58,483773.47,65969.11,0.12,138,0.408284,56,224451.11,171446.6,GBP,26934.13,3.38
202509,202506,3,NIG-200,NIG-510,SPARE_PARTS,130300,517889.88,455743.09,62146.79,0.12,212,0.112426,23,58224.31,44474.54,GBP,6986.92,3.38
202510,202510,0,NIG-200,NIG-510,SPARE_PARTS,130300,630784.65,555090.49,75694.16,0.12,171,1.0,171,630784.65,479432.52,GBP,75694.16,3.38
202510,202509,1,NIG-200,NIG-510,SPARE_PARTS,130300,592034.79,520990.61,71044.17,0.12,308,0.704142,216,416876.57,316850.11,GBP,50025.19,3.38
202510,202508,2,NIG-200,NIG-510,SPARE_PARTS,130300,586033.51,515709.49,70324.02,0.12,321,0.408284,131,239268.12,181857.5,GBP,28712.17,3.38
202510,202507,3,NIG-200,NIG-510,SPARE_PARTS,130300,549742.58,483773.47,65969.11,0.12,237,0.112426,26,61805.38,46975.63,GBP,7416.65,3.38
202511,202511,0,NIG-200,NIG-510,SPARE_PARTS,130300,598892.98,527025.82,71867.16,0.12,172,1.0,172,598892.98,457610.19,GBP,71867.16,3.38
202511,202510,1,NIG-200,NIG-510,SPARE_PARTS,130300,630784.65,555090.49,75694.16,0.12,308,0.704142,216,444161.97,339381.24,GBP,53299.44,3.38
202511,202509,2,NIG-200,NIG-510,SPARE_PARTS,130300,592034.79,520990.61,71044.17,0.12,267,0.408284,109,241718.34,184695.4,GBP,29006.2,3.38
202511,202508,3,NIG-200,NIG-510,SPARE_PARTS,130300,586033.51,515709.49,70324.02,0.12,178,0.112426,20,65885.42,50342.62,GBP,7906.25,3.38
202512,202512,0,NIG-200,NIG-510,SPARE_PARTS,130300,597725.07,525998.06,71727.01,0.12,316,1.0,316,597725.07,446063.48,GBP,71727.01,3.38
202512,202511,1,NIG-200,NIG-510,SPARE_PARTS,130300,598892.98,527025.82,71867.16,0.12,208,0.704142,146,421705.71,314705.75,GBP,50604.69,3.38
202512,202510,2,NIG-200,NIG-510,SPARE_PARTS,130300,630784.65,555090.49,75694.16,0.12,223,0.408284,91,257539.3,192193.5,GBP,30904.72,3.38
202512,202509,3,NIG-200,NIG-510,SPARE_PARTS,130300,592034.79,520990.61,71044.17,0.12,195,0.112426,21,66560.12,49671.73,GBP,7987.21,3.38
202501,202501,0,NIG-220,NIG-200,COMPONENTS,130100,384646.19,346181.57,38464.62,0.1,136,1.0,136,384646.19,384646.19,USD,38464.62,1.89
202502,202502,0,NIG-220,NIG-200,COMPONENTS,130100,335159.43,301643.48,33515.94,0.1,95,1.0,95,335159.43,335159.43,USD,33515.94,1.89
202502,202501,1,NIG-220,NIG-200,COMPONENTS,130100,384646.19,346181.57,38464.62,0.1,113,0.470899,53,181129.69,181129.69,USD,18112.97,1.89
202503,202503,0,NIG-220,NIG-200,COMPONENTS,130100,342308.86,308077.98,34230.89,0.1,91,1.0,91,342308.86,342308.86,USD,34230.89,1.89
202503,202502,1,NIG-220,NIG-200,COMPONENTS,130100,335159.43,301643.48,33515.94,0.1,83,0.470899,39,157826.4,157826.4,USD,15782.64,1.89
202504,202504,0,NIG-220,NIG-200,COMPONENTS,130100,326713.1,294041.79,32671.31,0.1,106,1.0,106,326713.1,326713.1,USD,32671.31,1.89
202504,202503,1,NIG-220,NIG-200,COMPONENTS,130100,342308.86,308077.98,34230.89,0.1,91,0.470899,42,161193.06,161193.06,USD,16119.31,1.89
202505,202505,0,NIG-220,NIG-200,COMPONENTS,130100,317581.15,285823.03,31758.11,0.1,121,1.0,121,317581.15,317581.15,USD,31758.11,1.89
202505,202504,1,NIG-220,NIG-200,COMPONENTS,130100,326713.1,294041.79,32671.31,0.1,81,0.470899,38,153849.03,153849.03,USD,15384.9,1.89
202506,202506,0,NIG-220,NIG-200,COMPONENTS,130100,361034.27,324930.84,36103.43,0.1,160,1.0,160,361034.27,361034.27,USD,36103.43,1.89
202506,202505,1,NIG-220,NIG-200,COMPONENTS,130100,317581.15,285823.03,31758.11,0.1,85,0.470899,40,149548.8,149548.8,USD,14954.88,1.89
202507,202507,0,NIG-220,NIG-200,COMPONENTS,130100,368743.06,331868.75,36874.31,0.1,123,1.0,123,368743.06,368743.06,USD,36874.31,1.89
202507,202506,1,NIG-220,NIG-200,COMPONENTS,130100,361034.27,324930.84,36103.43,0.1,105,0.470899,49,170010.85,170010.85,USD,17001.08,1.89
202508,202508,0,NIG-220,NIG-200,COMPONENTS,130100,393988.41,354589.57,39398.84,0.1,183,1.0,183,393988.41,393988.41,USD,39398.84,1.89
202508,202507,1,NIG-220,NIG-200,COMPONENTS,130100,368743.06,331868.75,36874.31,0.1,166,0.470899,78,173640.91,173640.91,USD,17364.09,1.89
202509,202509,0,NIG-220,NIG-200,COMPONENTS,130100,432016.22,388814.6,43201.62,0.1,129,1.0,129,432016.22,432016.22,USD,43201.62,1.89
202509,202508,1,NIG-220,NIG-200,COMPONENTS,130100,393988.41,354589.57,39398.84,0.1,127,0.470899,59,185528.94,185528.94,USD,18552.89,1.89
202510,202510,0,NIG-220,NIG-200,COMPONENTS,130100,427569.81,384812.83,42756.98,0.1,131,1.0,131,427569.81,427569.81,USD,42756.98,1.89
202510,202509,1,NIG-220,NIG-200,COMPONENTS,130100,432016.22,388814.6,43201.62,0.1,136,0.470899,64,203436.21,203436.21,USD,20343.62,1.89
202511,202511,0,NIG-220,NIG-200,COMPONENTS,130100,409338.26,368404.44,40933.83,0.1,121,1.0,121,409338.26,409338.26,USD,40933.83,1.89
202511,202510,1,NIG-220,NIG-200,COMPONENTS,130100,427569.81,384812.83,42756.98,0.1,132,0.470899,62,201342.4,201342.4,USD,20134.24,1.89
202512,202512,0,NIG-220,NIG-200,COMPONENTS,130100,385901.23,347311.11,38590.12,0.1,101,1.0,101,385901.23,385901.23,USD,38590.12,1.89
202512,202511,1,NIG-220,NIG-200,COMPONENTS,130100,409338.26,368404.44,40933.83,0.1,147,0.470899,69,192757.17,192757.17,USD,19275.72,1.89
202601,202601,0,NIG-200,NIG-210,FINISHED_GOODS,130300,1961449.55,1726075.6,235373.95,0.12,543,1.0,543,1961449.55,2647697.89,CAD,235373.95,2.97
202602,202602,0,NIG-200,NIG-210,FINISHED_GOODS,130300,1917060.24,1687013.01,230047.23,0.12,489,1.0,489,1917060.24,2502302.24,CAD,230047.23,2.97
202602,202601,1,NIG-200,NIG-210,FINISHED_GOODS,130300,1961449.55,1726075.6,235373.95,0.12,560,0.6633,371,1301028.82,1698208.16,CAD,156123.46,2.97
202603,202603,0,NIG-200,NIG-210,FINISHED_GOODS,130300,1814800.71,1597024.62,217776.08,0.12,438,1.0,438,1814800.71,2348519.65,CAD,217776.08,2.97
202603,202602,1,NIG-200,NIG-210,FINISHED_GOODS,130300,1917060.24,1687013.01,230047.23,0.12,884,0.6633,586,1271585.41,1645548.9,CAD,152590.25,2.97
202603,202601,2,NIG-200,NIG-210,FINISHED_GOODS,130300,1961449.55,1726075.6,235373.95,0.12,803,0.326599,262,640608.1,829006.02,CAD,76872.97,2.97
202604,202604,0,NIG-200,NIG-210,FINISHED_GOODS,130300,1672404.95,1471716.36,200688.59,0.12,755,1.0,755,1672404.95,2209217.96,CAD,200688.59,2.97
202604,202603,1,NIG-200,NIG-210,FINISHED_GOODS,130300,1814800.71,1597024.62,217776.08,0.12,818,0.6633,542,1203756.7,1590141.74,CAD,144450.8,2.97
202604,202602,2,NIG-200,NIG-210,FINISHED_GOODS,130300,1917060.24,1687013.01,230047.23,0.12,799,0.326599,260,626110.58,827081.23,CAD,75133.27,2.97
202605,202605,0,NIG-200,NIG-210,FINISHED_GOODS,130300,1804066.11,1587578.18,216487.93,0.12,437,1.0,437,1804066.11,2398613.99,CAD,216487.93,2.97
202605,202604,1,NIG-200,NIG-210,FINISHED_GOODS,130300,1672404.95,1471716.36,200688.59,0.12,835,0.6633,553,1109305.64,1474888.32,CAD,133116.68,2.97
202605,202603,2,NIG-200,NIG-210,FINISHED_GOODS,130300,1814800.71,1597024.62,217776.08,0.12,615,0.326599,200,592712.69,788047.03,CAD,71125.52,2.97
202606,202606,0,NIG-200,NIG-210,FINISHED_GOODS,130300,1892004.56,1664964.01,227040.55,0.12,454,1.0,454,1892004.56,2545425.32,CAD,227040.55,2.97
202606,202605,1,NIG-200,NIG-210,FINISHED_GOODS,130300,1804066.11,1587578.18,216487.93,0.12,643,0.6633,426,1196636.44,1609905.58,CAD,143596.37,2.97
202606,202604,2,NIG-200,NIG-210,FINISHED_GOODS,130300,1672404.95,1471716.36,200688.59,0.12,551,0.326599,179,546206.33,734843.59,CAD,65544.76,2.97
202607,202607,0,NIG-200,NIG-210,FINISHED_GOODS,130300,1967813.65,1731676.01,236137.64,0.12,609,1.0,609,1967813.65,2677389.36,CAD,236137.64,2.97
202607,202606,1,NIG-200,NIG-210,FINISHED_GOODS,130300,1892004.56,1664964.01,227040.55,0.12,869,0.6633,576,1254965.99,1707495.31,CAD,150595.92,2.97
202607,202605,2,NIG-200,NIG-210,FINISHED_GOODS,130300,1804066.11,1587578.18,216487.93,0.12,905,0.326599,295,589206.78,801669.38,CAD,70704.81,2.97
202608,202608,0,NIG-200,NIG-210,FINISHED_GOODS,130300,2132400.23,1876512.2,255888.03,0.12,623,1.0,623,2132400.23,2882236.32,CAD,255888.03,2.97
202608,202607,1,NIG-200,NIG-210,FINISHED_GOODS,130300,1967813.65,1731676.01,236137.64,0.12,734,0.6633,486,1305250.13,1764227.6,CAD,156630.02,2.97
202608,202606,2,NIG-200,NIG-210,FINISHED_GOODS,130300,1892004.56,1664964.01,227040.55,0.12,464,0.326599,151,617927.42,835215.08,CAD,74151.29,2.97
202601,202601,0,NIG-200,NIG-500,SPARE_PARTS,130300,1285951.89,1131637.66,154314.23,0.12,378,1.0,378,1285951.89,1285951.89,USD,154314.23,2.43
202602,202602,0,NIG-200,NIG-500,SPARE_PARTS,130300,1129779.14,994205.64,135573.5,0.12,567,1.0,567,1129779.14,1129779.14,USD,135573.5,2.43
202602,202601,1,NIG-200,NIG-500,SPARE_PARTS,130300,1285951.89,1131637.66,154314.23,0.12,543,0.588477,319,756753.58,756753.58,USD,90810.43,2.43
202603,202603,0,NIG-200,NIG-500,SPARE_PARTS,130300,1118158.89,983979.82,134179.07,0.12,471,1.0,471,1118158.89,1118158.89,USD,134179.07,2.43
202603,202602,1,NIG-200,NIG-500,SPARE_PARTS,130300,1129779.14,994205.64,135573.5,0.12,314,0.588477,184,664849.45,664849.45,USD,79781.93,2.43
202603,202601,2,NIG-200,NIG-500,SPARE_PARTS,130300,1285951.89,1131637.66,154314.23,0.12,367,0.176955,64,227555.27,227555.27,USD,27306.63,2.43
202604,202604,0,NIG-200,NIG-500,SPARE_PARTS,130300,1011591.67,890200.67,121391.0,0.12,472,1.0,472,1011591.67,1011591.67,USD,121391.0,2.43
202604,202603,1,NIG-200,NIG-500,SPARE_PARTS,130300,1118158.89,983979.82,134179.07,0.12,334,0.588477,196,658011.2,658011.2,USD,78961.34,2.43
202604,202602,2,NIG-200,NIG-500,SPARE_PARTS,130300,1129779.14,994205.64,135573.5,0.12,339,0.176955,59,199919.76,199919.76,USD,23990.37,2.43
202605,202605,0,NIG-200,NIG-500,SPARE_PARTS,130300,1096300.8,964744.7,131556.1,0.12,371,1.0,371,1096300.8,1096300.8,USD,131556.1,2.43
202605,202604,1,NIG-200,NIG-500,SPARE_PARTS,130300,1011591.67,890200.67,121391.0,0.12,412,0.588477,242,595298.8,595298.8,USD,71435.86,2.43
202605,202603,2,NIG-200,NIG-500,SPARE_PARTS,130300,1118158.89,983979.82,134179.07,0.12,455,0.176955,80,197863.51,197863.51,USD,23743.62,2.43
202606,202606,0,NIG-200,NIG-500,SPARE_PARTS,130300,1151570.61,1013382.13,138188.47,0.12,406,1.0,406,1151570.61,1151570.61,USD,138188.47,2.43
202606,202605,1,NIG-200,NIG-500,SPARE_PARTS,130300,1096300.8,964744.7,131556.1,0.12,514,0.588477,302,645148.21,645148.21,USD,77417.78,2.43
202606,202604,2,NIG-200,NIG-500,SPARE_PARTS,130300,1011591.67,890200.67,121391.0,0.12,265,0.176955,46,179005.93,179005.93,USD,21480.71,2.43
202607,202607,0,NIG-200,NIG-500,SPARE_PARTS,130300,1209517.14,1064375.08,145142.06,0.12,344,1.0,344,1209517.14,1209517.14,USD,145142.06,2.43
202607,202606,1,NIG-200,NIG-500,SPARE_PARTS,130300,1151570.61,1013382.13,138188.47,0.12,412,0.588477,242,677673.24,677673.24,USD,81320.79,2.43
202607,202605,2,NIG-200,NIG-500,SPARE_PARTS,130300,1096300.8,964744.7,131556.1,0.12,314,0.176955,55,193995.61,193995.61,USD,23279.47,2.43
202608,202608,0,NIG-200,NIG-500,SPARE_PARTS,130300,1383129.88,1217154.3,165975.59,0.12,702,1.0,702,1383129.88,1383129.88,USD,165975.59,2.43
202608,202607,1,NIG-200,NIG-500,SPARE_PARTS,130300,1209517.14,1064375.08,145142.06,0.12,334,0.588477,196,711773.46,711773.46,USD,85412.82,2.43
202608,202606,2,NIG-200,NIG-500,SPARE_PARTS,130300,1151570.61,1013382.13,138188.47,0.12,379,0.176955,67,203775.87,203775.87,USD,24453.1,2.43
202601,202601,0,NIG-200,NIG-510,SPARE_PARTS,130300,912580.95,803071.23,109509.71,0.12,356,1.0,356,912580.95,679560.65,GBP,109509.71,3.38
202602,202602,0,NIG-200,NIG-510,SPARE_PARTS,130300,808932.9,711860.95,97071.95,0.12,199,1.0,199,808932.9,586548.94,GBP,97071.95,3.38
202602,202601,1,NIG-200,NIG-510,SPARE_PARTS,130300,912580.95,803071.23,109509.71,0.12,224,0.704142,157,642586.58,465932.93,GBP,77110.39,3.38
202603,202603,0,NIG-200,NIG-510,SPARE_PARTS,130300,800843.02,704741.86,96101.16,0.12,235,1.0,235,800843.02,585970.92,GBP,96101.16,3.38
202603,202602,1,NIG-200,NIG-510,SPARE_PARTS,130300,808932.9,711860.95,97071.95,0.12,288,0.704142,202,569603.64,416774.77,GBP,68352.44,3.38
202603,202601,2,NIG-200,NIG-510,SPARE_PARTS,130300,912580.95,803071.23,109509.71,0.12,351,0.408284,143,372592.22,272622.97,GBP,44711.07,3.38
202604,202604,0,NIG-200,NIG-510,SPARE_PARTS,130300,824418.25,725488.06,98930.19,0.12,435,1.0,435,824418.25,612468.91,GBP,98930.19,3.38
202604,202603,1,NIG-200,NIG-510,SPARE_PARTS,130300,800843.02,704741.86,96101.16,0.12,191,0.704142,134,563907.22,418932.55,GBP,67668.87,3.38
202604,202602,2,NIG-200,NIG-510,SPARE_PARTS,130300,808932.9,711860.95,97071.95,0.12,236,0.408284,96,330274.38,245364.28,GBP,39632.93,3.38
202604,202601,3,NIG-200,NIG-510,SPARE_PARTS,130300,912580.95,803071.23,109509.71,0.12,482,0.112426,54,102597.86,76221.02,GBP,12311.74,3.38
202605,202605,0,NIG-200,NIG-510,SPARE_PARTS,130300,813618.64,715984.4,97634.24,0.12,332,1.0,332,813618.64,598376.18,GBP,97634.24,3.38
202605,202604,1,NIG-200,NIG-510,SPARE_PARTS,130300,824418.25,725488.06,98930.19,0.12,204,0.704142,143,580507.52,426934.51,GBP,69660.9,3.38
202605,202603,2,NIG-200,NIG-510,SPARE_PARTS,130300,800843.02,704741.86,96101.16,0.12,260,0.408284,106,326971.41,240471.26,GBP,39236.57,3.38
202605,202602,3,NIG-200,NIG-510,SPARE_PARTS,130300,808932.9,711860.95,97071.95,0.12,393,0.112426,44,90945.12,66885.63,GBP,10913.41,3.38
202606,202606,0,NIG-200,NIG-510,SPARE_PARTS,130300,863704.32,760059.8,103644.52,0.12,375,1.0,375,863704.32,621966.53,GBP,103644.52,3.38
202606,202605,1,NIG-200,NIG-510,SPARE_PARTS,130300,813618.64,715984.4,97634.24,0.12,304,0.704142,214,572903.06,412556.15,GBP,68748.37,3.38
202606,202604,2,NIG-200,NIG-510,SPARE_PARTS,130300,824418.25,725488.06,98930.19,0.12,257,0.408284,104,336596.8,242388.44,GBP,40391.62,3.38
202606,202603,3,NIG-200,NIG-510,SPARE_PARTS,130300,800843.02,704741.86,96101.16,0.12,237,0.112426,26,90035.61,64836.0,GBP,10804.27,3.38
202607,202607,0,NIG-200,NIG-510,SPARE_PARTS,130300,853163.82,750784.16,102379.66,0.12,264,1.0,264,853163.82,609175.95,GBP,102379.66,3.38
202607,202606,1,NIG-200,NIG-510,SPARE_PARTS,130300,863704.32,760059.8,103644.52,0.12,374,0.704142,263,608170.5,434245.85,GBP,72980.46,3.38
202607,202605,2,NIG-200,NIG-510,SPARE_PARTS,130300,813618.64,715984.4,97634.24,0.12,232,0.408284,94,332187.49,237188.48,GBP,39862.5,3.38
202607,202604,3,NIG-200,NIG-510,SPARE_PARTS,130300,824418.25,725488.06,98930.19,0.12,278,0.112426,31,92686.08,66179.7,GBP,11122.33,3.38
202608,202608,0,NIG-200,NIG-510,SPARE_PARTS,130300,981738.1,863929.53,117808.57,0.12,287,1.0,287,981738.1,714292.66,GBP,117808.57,3.38
202608,202607,1,NIG-200,NIG-510,SPARE_PARTS,130300,853163.82,750784.16,102379.66,0.12,444,0.704142,312,600748.49,437092.38,GBP,72089.82,3.38
202608,202606,2,NIG-200,NIG-510,SPARE_PARTS,130300,863704.32,760059.8,103644.52,0.12,211,0.408284,86,352636.68,256571.27,GBP,42316.4,3.38
202608,202605,3,NIG-200,NIG-510,SPARE_PARTS,130300,813618.64,715984.4,97634.24,0.12,347,0.112426,39,91471.92,66553.11,GBP,10976.63,3.38
202601,202601,0,NIG-220,NIG-200,COMPONENTS,130100,624238.37,561814.53,62423.84,0.1,162,1.0,162,624238.37,624238.37,USD,62423.84,1.89
202602,202602,0,NIG-220,NIG-200,COMPONENTS,130100,569517.35,512565.61,56951.73,0.1,168,1.0,168,569517.35,569517.35,USD,56951.73,1.89
202602,202601,1,NIG-220,NIG-200,COMPONENTS,130100,624238.37,561814.53,62423.84,0.1,198,0.470899,93,293953.52,293953.52,USD,29395.35,1.89
202603,202603,0,NIG-220,NIG-200,COMPONENTS,130100,562436.31,506192.68,56243.63,0.1,146,1.0,146,562436.31,562436.31,USD,56243.63,1.89
202603,202602,1,NIG-220,NIG-200,COMPONENTS,130100,569517.35,512565.61,56951.73,0.1,208,0.470899,97,268185.42,268185.42,USD,26818.54,1.89
202604,202604,0,NIG-220,NIG-200,COMPONENTS,130100,533543.71,480189.34,53354.37,0.1,147,1.0,147,533543.71,533543.71,USD,53354.37,1.89
202604,202603,1,NIG-220,NIG-200,COMPONENTS,130100,562436.31,506192.68,56243.63,0.1,195,0.470899,91,264850.96,264850.96,USD,26485.1,1.89
202605,202605,0,NIG-220,NIG-200,COMPONENTS,130100,538215.24,484393.72,53821.52,0.1,136,1.0,136,538215.24,538215.24,USD,53821.52,1.89
202605,202604,1,NIG-220,NIG-200,COMPONENTS,130100,533543.71,480189.34,53354.37,0.1,163,0.470899,76,251245.45,251245.45,USD,25124.55,1.89
202606,202606,0,NIG-220,NIG-200,COMPONENTS,130100,575359.11,517823.2,57535.91,0.1,138,1.0,138,575359.11,575359.11,USD,57535.91,1.89
202606,202605,1,NIG-220,NIG-200,COMPONENTS,130100,538215.24,484393.72,53821.52,0.1,176,0.470899,82,253445.27,253445.27,USD,25344.53,1.89
202607,202607,0,NIG-220,NIG-200,COMPONENTS,130100,626604.26,563943.83,62660.43,0.1,166,1.0,166,626604.26,626604.26,USD,62660.43,1.89
202607,202606,1,NIG-220,NIG-200,COMPONENTS,130100,575359.11,517823.2,57535.91,0.1,170,0.470899,80,270936.3,270936.3,USD,27093.63,1.89
202608,202608,0,NIG-220,NIG-200,COMPONENTS,130100,663085.66,596777.09,66308.57,0.1,226,1.0,226,663085.66,663085.66,USD,66308.57,1.89
202608,202607,1,NIG-220,NIG-200,COMPONENTS,130100,626604.26,563943.83,62660.43,0.1,207,0.470899,97,295067.61,295067.61,USD,29506.76,1.89
